t_sec,iter,Fx_1,Fy_1,Fz_1,Mx_1,My_1,Mz_1
6.121278,7592,0.030565,0.010525,-0.01204,-1.2e-05,8.3e-05,-0.000407
6.121962,7593,0.011565,0.001525,-0.00404,-7.2e-05,7.3e-05,0.000283
6.122692,7594,0.014565,0.009525,-0.02204,-2e-06,6.3e-05,-7.7e-05
6.123449,7595,-0.001435,0.006525,-0.04304,-3.2e-05,7.3e-05,-0.000317
6.124186,7596,-0.001435,0.006525,-0.04304,-3.2e-05,7.3e-05,-0.000317
6.124922,7597,-0.007435,-0.019475,-0.01004,-5.2e-05,2.3e-05,-5.7e-05
6.125682,7598,-0.007435,0.015525,-0.00404,7.8e-05,5.3e-05,5.3e-05
6.126405,7599,-0.009435,0.008525,-0.01304,1.8e-05,-0.000137,0.000203
6.127148,7600,-0.009435,0.008525,-0.01304,1.8e-05,-0.000137,0.000203
6.12789,7601,0.015565,0.000525,0.01396,-1.2e-05,6.3e-05,-5.7e-05
6.128927,7602,-0.004435,-0.000475,0.01796,3.8e-05,2.3e-05,-0.000167
6.129879,7603,0.012565,0.017525,0.01596,8e-06,-6.7e-05,0.000623
6.130587,7604,0.019565,0.000525,-0.03504,-5.2e-05,5.3e-05,0.000753
6.131567,7605,0.011565,0.016525,0.03796,-6.2e-05,0.000103,-6.7e-05
6.13263,7606,0.007565,0.008525,-4e-05,-2e-06,-7e-06,0.000403
6.133577,7607,0.005565,0.008525,-0.00304,2.8e-05,-1.7e-05,0.000523
6.134314,7608,0.011565,-0.001475,0.01896,-5.2e-05,2.3e-05,8.3e-05
6.135036,7609,0.011565,-0.001475,0.01896,-5.2e-05,2.3e-05,8.3e-05
6.135764,7610,0.005565,0.005525,-0.01404,2.8e-05,6.3e-05,-0.000347
6.13649,7611,0.017565,0.018525,0.02496,-2.2e-05,3.3e-05,-0.000467
6.13722,7612,0.017565,0.018525,0.02496,-2.2e-05,3.3e-05,-0.000467
6.137954,7613,-0.005435,0.004525,0.00096,-5.2e-05,-7e-06,0.000323
6.138692,7614,0.010565,-0.027475,-0.05304,0.000168,1.3e-05,-0.000587
6.139441,7615,0.013565,0.002525,-0.00804,-2.2e-05,8.3e-05,-0.000347
6.140178,7616,0.013565,0.002525,-0.00804,-2.2e-05,8.3e-05,-0.000347
6.140915,7617,0.008565,0.001525,-0.00604,-8.2e-05,0.000163,-0.000357
6.141907,7618,-0.003435,0.005525,-0.03004,-9.2e-05,6.3e-05,0.000163
6.142893,7619,-0.018435,0.014525,-0.01504,-9.2e-05,0.000153,-0.000207
6.143897,7620,0.016565,-0.010475,-0.01004,-4.2e-05,9.3e-05,-7.7e-05
6.144959,7621,0.010565,-0.011475,0.00196,3.8e-05,9.3e-05,0.000233
6.145913,7622,-0.028435,0.012525,-0.03104,-5.2e-05,-5.7e-05,0.000593
6.146892,7623,0.004565,-0.005475,0.01596,-1.2e-05,7.3e-05,-0.000157
6.147846,7624,0.023565,-0.018475,-0.01304,9.8e-05,8.3e-05,-0.000277
6.148578,7625,0.015565,0.006525,-0.01304,2.8e-05,4.3e-05,-0.000217
6.149306,7626,0.016565,-0.004475,-0.01804,3.8e-05,2.3e-05,-0.000247
6.150038,7627,0.016565,-0.004475,-0.01804,3.8e-05,2.3e-05,-0.000247
6.150771,7628,-0.002435,0.006525,-0.01304,-5.2e-05,-3.7e-05,0.000193
6.15149,7629,-0.003435,0.010525,0.00596,-3.2e-05,-7e-06,0.000803
6.152226,7630,-0.003435,0.010525,0.00596,-3.2e-05,-7e-06,0.000803
6.152954,7631,0.000565,-0.003475,-0.00404,-0.000122,5.3e-05,8.3e-05
6.153694,7632,0.015565,-0.012475,-0.00204,8e-06,6.3e-05,0.000123
6.154477,7633,0.011565,0.001525,0.05096,-2e-06,-4.7e-05,-0.000407
6.155185,7634,0.011565,0.001525,0.05096,-2e-06,-4.7e-05,-0.000407
6.155921,7635,0.000565,-0.016475,-0.03104,0.000188,8.3e-05,0.000193
6.156912,7636,-0.002435,0.013525,-0.00404,-0.000102,-2.7e-05,0.000133
6.157891,7637,0.002565,-0.038475,-0.05704,7.8e-05,-1.7e-05,0.000613
6.158886,7638,-0.003435,0.016525,-0.01004,-0.000142,-2.7e-05,-8.7e-05
6.15997,7639,-0.019435,0.049525,-0.01004,-0.000192,1.3e-05,-7e-06
6.160853,7640,-0.006435,-0.005475,-0.01304,1.8e-05,2.3e-05,-0.000647
6.161725,7641,0.016565,0.007525,-0.00904,-2e-06,4.3e-05,-3.7e-05
6.162737,7642,0.003565,0.000525,-0.01504,3.8e-05,8.3e-05,-3.7e-05
6.163746,7643,0.017565,0.007525,0.01696,8e-06,-2.7e-05,0.000133
6.164752,7644,0.006565,0.007525,-0.00104,0.000108,-4.7e-05,-0.000317
6.165804,7645,0.000565,0.007525,-0.01804,-3.2e-05,-4.7e-05,-0.000467
6.166898,7646,0.000565,-0.005475,-0.02804,-1.2e-05,8.3e-05,6.3e-05
6.168155,7647,-0.000435,0.001525,-0.01404,0.000108,-9.7e-05,9.3e-05
6.169289,7648,0.014565,-0.004475,-0.02804,2.8e-05,-4.7e-05,3.3e-05
6.170399,7649,-0.006435,-0.015475,-0.01904,3.8e-05,3e-06,0.000443
6.171337,7650,0.004565,0.008525,-0.04604,-2e-06,4.3e-05,0.000123
6.172042,7651,0.004565,0.008525,-0.04604,-2e-06,4.3e-05,0.000123
6.172813,7652,-0.003435,0.006525,-0.04604,5.8e-05,-2.7e-05,-0.000297
6.173753,7653,-0.006435,-0.016475,-0.03804,4.8e-05,1.3e-05,-0.000117
6.174472,7654,0.005565,-0.002475,-0.02104,-0.000222,-3.7e-05,-7e-06
6.175207,7655,0.005565,-0.002475,-0.02104,-0.000222,-3.7e-05,-7e-06
6.175947,7656,-0.020435,0.014525,-0.01004,7.8e-05,-0.000157,-0.000467
6.176842,7657,0.004565,0.006525,-0.01504,0.000108,3e-06,-0.000287
6.177928,7658,-0.011435,-0.002475,-0.02804,0.000118,3.3e-05,0.000423
6.178982,7659,-0.007435,0.003525,-0.01104,-7.2e-05,-7e-06,0.000603
6.180073,7660,-0.003435,0.019525,-0.01604,-0.000112,3e-06,-6.7e-05
6.181281,7661,-0.003435,0.002525,-0.00704,2.8e-05,1.3e-05,9.3e-05
6.182311,7662,-0.016435,0.002525,-0.01404,-1.2e-05,-2.7e-05,-0.000137
6.183308,7663,-0.015435,-0.022475,-0.01404,3.8e-05,1.3e-05,-0.000557
6.18427,7664,0.006565,0.017525,-0.00904,-7.2e-05,-1.7e-05,-0.000327
6.185232,7665,0.009565,-0.011475,-0.01304,8e-06,6.3e-05,-0.000147
6.185956,7666,0.010565,0.008525,-0.00304,-5.2e-05,-4.7e-05,0.000133
6.186938,7667,0.003565,-0.011475,-0.01304,-4.2e-05,-7.7e-05,-5.7e-05
6.187903,7668,-0.014435,-0.006475,-0.01204,-8.2e-05,-0.000217,0.000203
6.188872,7669,-0.022435,0.017525,0.00696,-8.2e-05,-4.7e-05,-0.000137
6.189615,7670,-0.001435,-0.003475,-0.01304,0.000158,-1.7e-05,-0.000247
6.19036,7671,-0.005435,-0.008475,-0.02404,-2.2e-05,-7e-06,-0.000307
6.1911,7672,-0.005435,-0.008475,-0.02404,-2.2e-05,-7e-06,-0.000307
6.191838,7673,-0.005435,-0.004475,-0.02004,-0.000132,0.000103,-5.7e-05
6.192594,7674,-0.010435,0.025525,-0.05104,-0.000152,-7.7e-05,0.000633
6.193575,7675,-0.012435,-0.000475,-0.01604,-0.000142,-7e-06,0.000233
6.194568,7676,-0.021435,0.014525,-0.01404,-6.2e-05,-7e-06,0.000163
6.195549,7677,-0.032435,0.000525,-0.03204,6.8e-05,-2.7e-05,-8.7e-05
6.196502,7678,-0.002435,-0.015475,-0.04404,1.8e-05,2.3e-05,2.3e-05
6.197229,7679,-0.002435,-0.015475,-0.04404,1.8e-05,2.3e-05,2.3e-05
6.197949,7680,-0.001435,-0.013475,0.01996,6.8e-05,3.3e-05,-0.000457
6.198692,7681,0.007565,-0.004475,-4e-05,8e-06,9.3e-05,-0.000447
6.199421,7682,0.012565,-0.007475,-0.01004,-1.2e-05,0.000183,-0.000237
6.200143,7683,0.012565,-0.007475,-0.01004,-1.2e-05,0.000183,-0.000237
6.200874,7684,0.011565,0.001525,-0.02304,-5.2e-05,3e-06,-0.000317
6.201603,7685,0.016565,0.006525,-0.00504,1.8e-05,5.3e-05,0.000343
6.20234,7686,0.019565,0.004525,-0.01104,1.8e-05,7.3e-05,0.000513
6.203076,7687,0.019565,0.004525,-0.01104,1.8e-05,7.3e-05,0.000513
6.203814,7688,0.011565,0.008525,-0.03404,-9.2e-05,-2.7e-05,0.000383
6.204556,7689,0.001565,-0.008475,-0.05204,5.8e-05,0.000183,-4.7e-05
6.205328,7690,0.012565,0.000525,-0.01004,-2e-06,-1.7e-05,0.000433
6.206248,7691,0.012565,0.000525,-0.01004,-2e-06,-1.7e-05,0.000433
6.20702,7692,-0.008435,-0.002475,-0.00104,2.8e-05,1.3e-05,0.000423
6.207761,7693,-0.001435,-0.009475,-0.03004,-4.2e-05,3e-06,-7e-06
6.208504,7694,0.005565,0.012525,-0.00204,-0.000102,0.000143,-0.000437
6.20925,7695,0.005565,0.012525,-0.00204,-0.000102,0.000143,-0.000437
6.210208,7696,0.002565,0.014525,-0.00504,6.8e-05,1.3e-05,2.3e-05
6.210913,7697,-0.013435,-0.014475,-0.00904,5.8e-05,-3.7e-05,-7e-06
6.211912,7698,0.005565,0.012525,0.00796,-8.2e-05,5.3e-05,4.3e-05
6.212878,7699,-0.011435,0.015525,0.01196,-0.000122,-1.7e-05,-0.000427
6.213857,7700,-0.000435,-0.021475,-0.00204,2.8e-05,-0.000167,0.000493
6.214933,7701,-0.000435,0.010525,-0.01304,-2.2e-05,-0.000147,0.000263
6.215849,7702,-0.007435,0.011525,0.00996,-7.2e-05,-4.7e-05,-0.000157
6.216611,7703,-0.001435,-0.002475,-0.03204,7.8e-05,-2.7e-05,-0.000337
6.217352,7704,0.003565,0.006525,-0.03004,-1.2e-05,7.3e-05,-0.000157
6.21799,7705,0.003565,0.006525,-0.03004,-1.2e-05,7.3e-05,-0.000157
6.218752,7706,-0.013435,0.006525,-0.02504,1.8e-05,3e-06,0.000483
6.219499,7707,0.009565,0.018525,0.01596,-0.000112,-1.7e-05,-0.000197
6.220216,7708,0.009565,0.018525,0.01596,-0.000112,-1.7e-05,-0.000197
6.221081,7709,-0.002435,0.002525,-0.00704,-3.2e-05,-7e-06,-7.7e-05
6.222117,7710,0.003565,0.000525,-0.01904,-2.2e-05,-1.7e-05,0.000153
6.223153,7711,0.002565,-0.018475,-0.05804,8e-06,3.3e-05,0.000323
6.224235,7712,0.001565,0.010525,-0.04804,-0.000122,-3.7e-05,-0.000167
6.225438,7713,0.014565,-0.013475,-0.06304,9.8e-05,7.3e-05,0.000253
6.226452,7714,-0.016435,0.018525,0.00296,8e-06,-0.000167,0.000483
6.227248,7715,-0.016435,0.018525,0.00296,8e-06,-0.000167,0.000483
6.228322,7716,0.009565,-0.004475,-0.01604,-4.2e-05,-0.000117,0.000163
6.229766,7717,0.013565,-0.013475,-0.02004,5.8e-05,6.3e-05,0.000133
6.230865,7718,0.001565,-0.006475,-0.01004,0.000108,9.3e-05,-7.7e-05
6.231951,7719,-0.004435,0.006525,-0.02704,-7.2e-05,0.000133,0.000283
6.233004,7720,-0.017435,-0.012475,-0.03204,4.8e-05,-3.7e-05,-0.000317
6.234065,7721,-0.002435,-0.006475,-0.02504,8e-06,-7e-06,-0.000157
6.235047,7722,-0.012435,-0.023475,-0.02104,-0.000122,-3.7e-05,-5.7e-05
6.236022,7723,-0.004435,-0.009475,-0.01404,7.8e-05,3.3e-05,-2.7e-05
6.236982,7724,0.009565,-0.004475,0.03596,-1.2e-05,3.3e-05,-0.000427
6.237955,7725,-0.014435,-0.002475,0.01496,8e-06,-0.000197,-1.7e-05
6.238941,7726,-0.009435,0.012525,0.00796,-0.000152,-0.000157,0.000203
6.239897,7727,-0.001435,0.015525,-0.01204,-4.2e-05,3e-06,0.000243
6.240868,7728,-0.007435,-0.008475,-0.03604,-3.2e-05,3e-06,-0.000277
6.241612,7729,0.010565,0.010525,-0.04904,8e-06,0.000103,-0.000397
6.242357,7730,0.014565,0.002525,-0.02704,2.8e-05,0.000123,-0.000277
6.243092,7731,0.014565,0.002525,-0.02704,2.8e-05,0.000123,-0.000277
6.243871,7732,0.008565,0.006525,-0.02304,-0.000122,-7e-06,-8.7e-05
6.244865,7733,0.021565,0.008525,-0.05404,-0.000102,0.000143,0.000133
6.245836,7734,0.016565,0.022525,-0.03504,-3.2e-05,8.3e-05,7.3e-05
6.246798,7735,-0.001435,-0.017475,-0.03404,0.000118,-5.7e-05,0.000193
6.247523,7736,0.019565,-0.018475,-0.04804,0.000108,5.3e-05,3e-06
6.248262,7737,0.019565,-0.018475,-0.04804,0.000108,5.3e-05,3e-06
6.248984,7738,-0.002435,-0.006475,-0.01804,-4.2e-05,-8.7e-05,-8.7e-05
6.249724,7739,0.021565,0.007525,-0.06604,7.8e-05,-6.7e-05,0.000243
6.250456,7740,0.005565,0.004525,-0.01104,-0.000182,3.3e-05,-0.000257
6.251181,7741,0.005565,0.004525,-0.01104,-0.000182,3.3e-05,-0.000257
6.251917,7742,0.010565,0.011525,-0.02604,-2.2e-05,0.000123,-0.000417
6.252885,7743,0.013565,0.005525,-0.01304,-9.2e-05,0.000223,0.000163
6.253871,7744,0.014565,-0.008475,-0.04404,5.8e-05,0.000143,-2.7e-05
6.254611,7745,0.007565,-0.000475,-0.05404,1.8e-05,-5.7e-05,0.000143
6.255352,7746,-0.003435,0.000525,-0.01404,4.8e-05,-3.7e-05,0.000283
6.256085,7747,-0.003435,0.000525,-0.01404,4.8e-05,-3.7e-05,0.000283
6.256828,7748,-0.013435,-0.011475,0.00796,3.8e-05,-6.7e-05,0.000103
6.257573,7749,-0.010435,0.011525,-0.01604,3.8e-05,-0.000137,-8.7e-05
6.258352,7750,-0.012435,0.002525,-0.02004,-6.2e-05,8.3e-05,8.3e-05
6.259261,7751,-0.012435,0.002525,-0.02004,-6.2e-05,8.3e-05,8.3e-05
6.260024,7752,0.002565,0.002525,-0.00204,-6.2e-05,3e-06,0.000243
6.260814,7753,0.008565,0.019525,0.00396,-0.000112,4.3e-05,0.000353
6.261739,7754,-0.020435,0.010525,-0.02204,-0.000132,1.3e-05,-0.000247
6.262469,7755,-0.012435,0.021525,0.01196,-0.000112,-0.000107,-0.000117
6.263194,7756,-0.012435,0.021525,0.01196,-0.000112,-0.000107,-0.000117
6.263926,7757,-0.001435,0.007525,-0.00404,5.8e-05,-1.7e-05,3e-06
6.264656,7758,-0.011435,-0.003475,-0.01104,-5.2e-05,-9.7e-05,0.000233
6.26539,7759,-0.001435,-0.007475,-0.02204,-4.2e-05,-4.7e-05,0.000483
6.26612,7760,-0.001435,-0.007475,-0.02204,-4.2e-05,-4.7e-05,0.000483
6.26686,7761,-0.008435,-0.016475,-0.03004,-3.2e-05,-7e-06,0.000403
6.267592,7762,-0.031435,0.005525,-0.01404,5.8e-05,-0.000107,-0.000357
6.268325,7763,-0.004435,0.020525,0.01196,-6.2e-05,6.3e-05,-0.000767
6.269051,7764,-0.004435,0.020525,0.01196,-6.2e-05,6.3e-05,-0.000767
6.269786,7765,-0.006435,0.024525,-4e-05,-0.000152,-2.7e-05,0.000193
6.270519,7766,0.001565,0.006525,-0.01104,-1.2e-05,-4.7e-05,-0.000377
6.271259,7767,0.001565,0.006525,-0.01104,-1.2e-05,-4.7e-05,-0.000377
6.271993,7768,-0.012435,0.004525,-0.00904,7.8e-05,-9.7e-05,-8.7e-05
6.27273,7769,0.006565,0.014525,0.00296,-7.2e-05,0.000163,-5.7e-05
6.273468,7770,0.005565,0.017525,-0.00304,-0.000142,0.000113,0.000263
6.274204,7771,0.005565,0.017525,-0.00304,-0.000142,0.000113,0.000263
6.274939,7772,-0.007435,0.004525,-0.01804,6.8e-05,-6.7e-05,-1.7e-05
6.27568,7773,0.002565,0.024525,-0.05904,-8.2e-05,-3.7e-05,6.3e-05
6.276421,7774,0.006565,0.021525,-0.03104,-2.2e-05,0.000103,3e-06
6.277159,7775,0.006565,0.021525,-0.03104,-2.2e-05,0.000103,3e-06
6.277895,7776,-0.012435,-0.002475,-0.00904,1.8e-05,1.3e-05,-0.000567
6.278883,7777,-0.005435,0.012525,-0.01404,-8.2e-05,-2.7e-05,0.000183
6.279859,7778,0.018565,-0.002475,-0.00204,-3.2e-05,0.000123,-0.000187
6.2806,7779,-0.004435,-0.005475,-0.01204,2.8e-05,-6.7e-05,0.000483
6.281338,7780,0.015565,-0.003475,-0.04204,-5.2e-05,-7e-06,0.000403
6.282085,7781,0.015565,-0.003475,-0.04204,-5.2e-05,-7e-06,0.000403
6.28282,7782,-0.009435,-0.000475,-0.03104,-0.000132,-3.7e-05,-1.7e-05
6.283559,7783,-0.010435,-0.005475,-0.03204,-7.2e-05,-8.7e-05,0.000293
6.284324,7784,-0.011435,-0.006475,-0.03004,5.8e-05,-1.7e-05,-0.000157
6.285019,7785,-0.011435,-0.006475,-0.03004,5.8e-05,-1.7e-05,-0.000157
6.285746,7786,0.001565,-0.014475,-0.05504,7.8e-05,1.3e-05,-0.000197
6.286483,7787,-0.000435,-0.003475,-0.05204,8.8e-05,7.3e-05,0.000123
6.287214,7788,-0.000435,-0.003475,-0.05204,8.8e-05,7.3e-05,0.000123
6.28795,7789,0.023565,0.016525,-0.02604,-0.000112,0.000123,0.000513
6.288675,7790,0.013565,0.003525,-0.00304,2.8e-05,0.000133,-4.7e-05
6.289405,7791,-0.007435,0.021525,-0.01704,-5.2e-05,-6.7e-05,-0.000147
6.290138,7792,-0.007435,0.021525,-0.01704,-5.2e-05,-6.7e-05,-0.000147
6.29088,7793,-0.007435,0.000525,-0.02404,-2e-06,-0.000187,-3.7e-05
6.291646,7794,-0.008435,0.000525,-0.01304,1.8e-05,-7.7e-05,-8.7e-05
6.292365,7795,-0.000435,0.006525,-0.00304,2.8e-05,-7e-06,-9.7e-05
6.293095,7796,-0.000435,0.006525,-0.00304,2.8e-05,-7e-06,-9.7e-05
6.293834,7797,0.014565,0.012525,-0.02104,-6.2e-05,-0.000117,3.3e-05
6.294574,7798,0.015565,0.022525,-0.01404,-0.000152,6.3e-05,-0.000227
6.295325,7799,0.006565,0.009525,-0.00804,-4.2e-05,-2.7e-05,-4.7e-05
6.296039,7800,0.006565,0.009525,-0.00804,-4.2e-05,-2.7e-05,-4.7e-05
6.297072,7801,0.028565,0.013525,-0.03104,-2e-06,-2.7e-05,0.000603
6.29827,7802,0.007565,0.000525,-0.00104,1.8e-05,3e-06,-0.000477
6.299395,7803,-0.000435,0.020525,-0.03304,-8.2e-05,8.3e-05,0.000553
6.30031,7804,-0.013435,-0.013475,-0.05404,1.8e-05,-0.000117,0.000183
6.301024,7805,-0.013435,-0.013475,-0.05404,1.8e-05,-0.000117,0.000183
6.301753,7806,-0.001435,0.006525,-0.02104,-0.000122,-5.7e-05,0.000353
6.302485,7807,0.000565,-0.013475,-0.02404,-2e-06,4.3e-05,-0.000247
6.303213,7808,0.000565,-0.013475,-0.02404,-2e-06,4.3e-05,-0.000247
6.303947,7809,0.007565,-0.003475,-0.02304,4.8e-05,-7.7e-05,0.000203
6.304673,7810,0.002565,0.009525,-0.00604,8e-06,7.3e-05,3e-06
6.305411,7811,-0.004435,0.007525,-0.00804,4.8e-05,3e-06,-2.7e-05
6.306141,7812,-0.004435,0.007525,-0.00804,4.8e-05,3e-06,-2.7e-05
6.306885,7813,0.010565,0.025525,0.00196,-0.000112,6.3e-05,0.000143
6.30761,7814,-0.004435,0.000525,-0.02404,-3.2e-05,3.3e-05,-0.000477
6.30848,7815,-0.004435,0.006525,-0.03704,-8.2e-05,-0.000127,-0.000507
6.309475,7816,-0.021435,0.012525,-0.02504,-0.000112,-0.000167,0.000523
6.310478,7817,-0.022435,0.042525,-0.01504,-2e-06,3e-06,8.3e-05
6.311513,7818,0.013565,0.015525,0.00396,-6.2e-05,6.3e-05,0.000333
6.312904,7819,0.003565,-0.000475,0.02596,3.8e-05,0.000103,0.000223
6.314132,7820,0.010565,0.001525,0.02796,-4.2e-05,0.000123,3e-06
6.315191,7821,0.012565,0.001525,-0.05004,-0.000122,5.3e-05,0.000633
6.316126,7822,-0.004435,0.000525,-0.01204,4.8e-05,3.3e-05,0.000283
6.316878,7823,-0.004435,-0.000475,0.01396,-2e-06,-0.000147,0.000553
6.317853,7824,0.005565,-0.000475,-0.00404,2.8e-05,2.3e-05,-0.000317
6.31859,7825,-0.017435,-0.000475,-0.06804,-8.2e-05,3.3e-05,0.000113
6.319338,7826,-0.022435,0.008525,0.01896,-0.000142,-1.7e-05,6.3e-05
6.320061,7827,-0.022435,0.008525,0.01896,-0.000142,-1.7e-05,6.3e-05
6.32079,7828,-0.007435,0.020525,-0.03704,-1.2e-05,5.3e-05,-0.000167
6.321545,7829,-0.000435,-0.000475,0.00096,4.8e-05,2.3e-05,-4.7e-05
6.322547,7830,-0.000847,-0.002967,0.016076,6.3e-05,2.1e-05,-4.9e-05
6.323801,7831,0.011153,0.002033,-0.038924,2.3e-05,-5.9e-05,-0.000529
6.324973,7832,0.015153,0.015033,-0.030924,3e-06,7.1e-05,7.1e-05
6.325845,7833,-0.004847,0.006033,-0.015924,-6.7e-05,4.1e-05,0.000541
6.326558,7834,0.011153,-0.000967,-0.022924,2.3e-05,1e-06,-7.9e-05
6.327302,7835,0.003153,0.015033,-0.024924,-3.7e-05,3.1e-05,-0.000499
6.328006,7836,0.003153,0.015033,-0.024924,-3.7e-05,3.1e-05,-0.000499
6.328776,7837,0.021153,0.018033,-0.048924,1.3e-05,0.000111,0.000391
6.329512,7838,-0.004847,-0.005967,-0.026924,0.000123,-2.9e-05,-0.000189
6.330233,7839,-0.004847,-0.005967,-0.026924,0.000123,-2.9e-05,-0.000189
6.330966,7840,0.006153,3.3e-05,-0.003924,-0.000127,3.1e-05,0.000301
6.331703,7841,0.008153,-0.007967,0.016076,3e-06,0.000111,0.000171
6.33248,7842,0.001153,-0.012967,7.6e-05,0.000103,8.1e-05,-0.000269
6.333194,7843,0.001153,-0.012967,7.6e-05,0.000103,8.1e-05,-0.000269
6.333904,7844,0.004153,0.001033,0.025076,-6.7e-05,0.000101,-0.000319
6.334636,7845,0.001153,-0.004967,0.003076,4.3e-05,6.1e-05,-0.000149
6.335373,7846,-0.007847,-0.001967,-0.024924,3e-06,-9e-06,0.000261
6.336111,7847,-0.007847,-0.001967,-0.024924,3e-06,-9e-06,0.000261
6.336856,7848,0.022153,0.010033,-0.002924,-4.7e-05,0.000101,0.000151
6.337586,7849,0.014153,-0.011967,-0.013924,0.000133,3.1e-05,-1.9e-05
6.338351,7850,0.013153,-0.008967,-0.007924,1.3e-05,0.000161,0.000451
6.339064,7851,0.013153,-0.008967,-0.007924,1.3e-05,0.000161,0.000451
6.339797,7852,-0.011847,-0.003967,0.018076,5.3e-05,1.1e-05,-0.000329
6.340538,7853,0.012153,0.005033,-0.009924,3.3e-05,0.000201,0.000421
6.341297,7854,-0.001847,0.007033,-0.033924,1.3e-05,1e-06,0.000331
6.342013,7855,-0.001847,0.007033,-0.033924,1.3e-05,1e-06,0.000331
6.342745,7856,-0.008847,0.007033,-0.016924,0.000103,2.1e-05,-0.000149
6.3435,7857,-0.017847,0.002033,-0.021924,0.000113,-8.9e-05,0.000321
6.344289,7858,-0.017847,0.002033,-0.021924,0.000113,-8.9e-05,0.000321
6.345238,7859,-0.003847,-0.018967,-0.016924,3e-06,4.1e-05,0.000401
6.346213,7860,0.010153,-0.005967,-0.011924,-1.7e-05,6.1e-05,-0.000149
6.347206,7861,0.021153,3.3e-05,-0.024924,-5.7e-05,0.000141,-0.000409
6.348181,7862,-0.011847,-0.001967,7.6e-05,8.3e-05,0.000121,0.000471
6.348908,7863,-0.005847,-0.013967,-0.044924,-2.7e-05,-4.9e-05,-0.000189
6.350271,7864,0.009153,-0.028967,-0.021924,8.3e-05,-9e-06,0.000231
6.351457,7865,-0.000847,0.020033,-0.020924,-5.7e-05,-6.9e-05,-8.9e-05
6.352378,7866,-0.013847,0.003033,-0.002924,2.3e-05,-3.9e-05,-7.9e-05
6.353124,7867,-0.013847,0.003033,-0.002924,2.3e-05,-3.9e-05,-7.9e-05
6.353844,7868,0.014153,3.3e-05,-0.052924,7.3e-05,9.1e-05,0.000261
6.354579,7869,0.005153,0.018033,-0.042924,-0.000157,3.1e-05,0.000171
6.35534,7870,0.003153,0.019033,-0.046924,-3.7e-05,-3.9e-05,0.000131
6.356041,7871,0.003153,0.019033,-0.046924,-3.7e-05,-3.9e-05,0.000131
6.356766,7872,-0.001847,-0.004967,-0.009924,-7e-06,1.1e-05,0.000391
6.357495,7873,-0.002847,0.004033,-0.014924,-7.7e-05,-4.9e-05,-0.000129
6.358238,7874,-0.002847,0.004033,-0.014924,-7.7e-05,-4.9e-05,-0.000129
6.35897,7875,0.005153,0.018033,-0.028924,-4.7e-05,-5.9e-05,0.000131
6.359693,7876,0.008153,0.016033,-0.023924,-0.000137,2.1e-05,-0.000529
6.360437,7877,0.014153,0.003033,0.002076,-4.7e-05,2.1e-05,-4.9e-05
6.361171,7878,0.014153,0.003033,0.002076,-4.7e-05,2.1e-05,-4.9e-05
6.361906,7879,0.001153,0.004033,0.011076,-1.7e-05,-1.9e-05,0.000391
6.363009,7880,0.002153,0.012033,-0.034924,5.3e-05,-1.9e-05,0.000421
6.36404,7881,0.009153,-0.004967,-0.012924,4.3e-05,4.1e-05,-4.9e-05
6.365037,7882,0.006153,-0.011967,0.007076,6.3e-05,4.1e-05,-1.9e-05
6.365985,7883,-0.011847,-0.007967,-0.018924,5.3e-05,-2.9e-05,-0.000539
6.366712,7884,-0.006847,-0.000967,-0.011924,3.3e-05,-3.9e-05,-0.000419
6.367467,7885,-0.008847,0.012033,0.002076,-5.7e-05,-6.9e-05,-0.000589
6.368185,7886,-0.008847,0.012033,0.002076,-5.7e-05,-6.9e-05,-0.000589
6.368924,7887,-0.009847,-0.011967,-0.023924,4.3e-05,-0.000119,-0.000269
6.369897,7888,-0.002847,-0.006967,-0.002924,-4.7e-05,-9.9e-05,-0.000579
6.370888,7889,0.007153,0.005033,-0.017924,-1.7e-05,1e-06,-0.000549
6.371875,7890,-0.010847,0.013033,-0.011924,-7e-06,-0.000179,-0.000169
6.372881,7891,-0.013847,0.022033,-0.008924,3e-06,-2.9e-05,-0.000499
6.373864,7892,-0.017847,-0.010967,0.011076,0.000133,-8.9e-05,0.000181
6.374933,7893,0.003153,-0.001967,-0.006924,2.3e-05,-4.9e-05,0.000481
6.375849,7894,0.007153,-0.002967,-0.000924,-9.7e-05,4.1e-05,0.000671
6.376579,7895,-0.010847,0.009033,-0.022924,-1.7e-05,6.1e-05,0.000521
6.377314,7896,0.013153,-0.018967,-0.037924,0.000133,5.1e-05,4.1e-05
6.37808,7897,0.013153,-0.018967,-0.037924,0.000133,5.1e-05,4.1e-05
6.378789,7898,0.029153,0.023033,0.011076,-1.7e-05,0.000231,0.000291
6.379532,7899,0.022153,-0.001967,0.005076,5.3e-05,1e-06,0.000191
6.380271,7900,0.022153,-0.001967,0.005076,5.3e-05,1e-06,0.000191
6.381552,7901,-0.001847,0.001033,-0.008924,0.000103,-9.9e-05,-0.000219
6.38254,7902,-0.011847,0.022033,-0.023924,-5.7e-05,-0.000159,-0.000389
6.38325,7903,-0.011847,0.022033,-0.023924,-5.7e-05,-0.000159,-0.000389
6.384108,7904,0.005153,0.001033,-0.032924,-1.7e-05,-2.9e-05,0.000341
6.385092,7905,0.002153,0.013033,-0.022924,3e-06,1e-06,-0.000109
